gpLine	SeqName	Position
8671	"atg008283l"	443667372.0
8672	"atg008284l"	443689834.0
8673	"atg008285l"	443713491.0
8674	"atg008286l"	443734701.0
8675	"atg008287l"	443744064.0
8676	"atg008288l"	443768055.0
8677	"atg008289l"	443794862.0
8678	"atg008290l"	443834506.0
8679	"atg008291l"	443870756.0
8680	"atg008292l"	443893620.0
8681	"atg008293l"	443908608.0
8682	"atg008294l"	443927174.0
8683	"atg008295l"	443954295.0
8684	"atg008296l"	443982893.0
8685	"atg008297l"	444017601.0
8686	"atg008298l"	444043752.0
8687	"atg008299l"	444067816.0
8688	"atg008300l"	444081758.0
8689	"atg008301l"	444101709.0
8690	"atg008302l"	444128244.0
8691	"atg008303l"	444171209.0
8692	"atg008304l"	444183528.0
8693	"atg008305l"	444209796.0
8694	"atg008306l"	444232476.0
8695	"atg008307l"	444245357.0
8696	"atg008308l"	444268704.0
8697	"atg008309l"	444293814.0
8698	"atg008310l"	444315804.0
8699	"atg008311l"	444333180.0
8700	"atg008312l"	444350020.0
8701	"atg008313l"	444372860.0
8702	"atg008314l"	444393171.0
8703	"atg008315l"	444415905.0
8704	"atg008316l"	444441770.0
8705	"atg008317l"	444473239.0
8706	"atg008318l"	444489037.0
8707	"atg008319l"	444511347.0
8708	"atg008320l"	444526456.0
8709	"atg008321l"	444553978.0
8710	"atg008322l"	444574544.0
8711	"atg008323l"	444597844.0
8712	"atg008324l"	444609081.0
8713	"atg008325l"	444618987.0
8714	"atg008326l"	444647885.0
8715	"atg008327l"	444659787.0
8716	"atg008328l"	444681850.0
8717	"atg008329l"	444699735.0
8718	"atg008330l"	444719353.0
8719	"atg008331l"	444749337.0
8720	"atg008332l"	444774190.0
8721	"atg008333l"	444788422.0
8722	"atg008334l"	444808274.0
8723	"atg008335l"	444831054.0
8724	"atg008336l"	444875053.0
8725	"atg008337l"	444898774.0
8726	"atg008338l"	444918884.0
8727	"atg008339l"	444951259.0
8728	"atg008340l"	444975889.0
8729	"atg008341l"	445002494.0
8730	"atg008342l"	445038632.0
8731	"atg008343l"	445062917.0
8732	"atg008344l"	445082527.0
8733	"atg008345l"	445097813.0
8734	"atg008346l"	445121277.0
8735	"atg008347l"	445141237.0
8736	"atg008348l"	445159950.0
8737	"atg008349l"	445187223.0
8738	"atg008350l"	445210680.0
8739	"atg008351l"	445237500.0
8740	"atg008352l"	445251943.0
8741	"atg008353l"	445278977.0
8742	"atg008354l"	445294748.0
8743	"atg008355l"	445315138.0
8744	"atg008356l"	445336710.0
8745	"atg008357l"	445369971.0
8746	"atg008358l"	445409557.0
8747	"atg008359l"	445436104.0
8748	"atg008360l"	445448746.0
8749	"atg008361l"	445471285.0
8750	"atg008362l"	445498053.0
8751	"atg008363l"	445525902.0
8752	"atg008364l"	445557764.0
8753	"atg008365l"	445578444.0
8754	"atg008366l"	445599569.0
8755	"atg008367l"	445622690.0
8756	"atg008368l"	445643976.0
8757	"atg008369l"	445658209.0
8758	"atg008370l"	445681890.0
8759	"atg008371l"	445697419.0
8760	"atg008372l"	445713640.0
8761	"atg008373l"	445733290.0
8762	"atg008374l"	445774712.0
8763	"atg008375l"	445792676.0
8764	"atg008376l"	445809527.0
8765	"atg008377l"	445837020.0
8766	"atg008378l"	445860660.0
8767	"atg008379l"	445898985.0
8768	"atg008380l"	445918850.0
8769	"atg008381l"	445950609.0
8770	"atg008382l"	445970855.0
8771	"atg008383l"	446008717.0
8772	"atg008384l"	446042245.0
8773	"atg008385l"	446063769.0
8774	"atg008386l"	446085584.0
8775	"atg008387l"	446101051.0
8776	"atg008388l"	446136363.0
8777	"atg008389l"	446157302.0
8778	"atg008390l"	446172011.0
8779	"atg008391l"	446186696.0
8780	"atg008392l"	446204363.0
8781	"atg008393l"	446221453.0
8782	"atg008394l"	446246058.0
8783	"atg008395l"	446262515.0
8784	"atg008396l"	446287384.0
8785	"atg008397l"	446307243.0
8786	"atg008398l"	446333956.0
8787	"atg008399l"	446363269.0
8788	"atg008400l"	446387216.0
8789	"atg008401l"	446405645.0
8790	"atg008402l"	446426074.0
8791	"atg008403l"	446457090.0
8792	"atg008404l"	446481708.0
8793	"atg008405l"	446504570.0
8794	"atg008406l"	446515561.0
8795	"atg008407l"	446538122.0
8796	"atg008408l"	446570157.0
8797	"atg008409l"	446593246.0
8798	"atg008410l"	446609878.0
8799	"atg008411l"	446638261.0
8800	"atg008412l"	446665970.0
8801	"atg008413l"	446684822.0
8802	"atg008414l"	446709634.0
8803	"atg008415l"	446734745.0
8804	"atg008416l"	446750424.0
8805	"atg008417l"	446769814.0
8806	"atg008418l"	446797725.0
8807	"atg008419l"	446828188.0
8808	"atg008420l"	446845095.0
8809	"atg008421l"	446872182.0
8810	"atg008422l"	446901916.0
8811	"atg008423l"	446927374.0
8812	"atg008424l"	446947716.0
8813	"atg008425l"	446975107.0
8814	"atg008426l"	447022355.0
8815	"atg008427l"	447046318.0
8816	"atg008428l"	447071883.0
8817	"atg008429l"	447108644.0
8818	"atg008430l"	447128420.0
8819	"atg008431l"	447148753.0
8820	"atg008432l"	447156747.0
8821	"atg008433l"	447165487.0
8822	"atg008434l"	447189451.0
8823	"atg008435l"	447209400.0
8824	"atg008436l"	447233552.0
8825	"atg008437l"	447258150.0
8826	"atg008438l"	447276324.0
8827	"atg008439l"	447289720.0
8828	"atg008440l"	447302909.0
8829	"atg008441l"	447318813.0
8830	"atg008442l"	447333745.0
8831	"atg008443l"	447356538.0
8832	"atg008444l"	447376555.0
8833	"atg008445l"	447398411.0
8834	"atg008446l"	447417999.0
8835	"atg008447l"	447431265.0
8836	"atg008448l"	447454336.0
8837	"atg008449l"	447477353.0
8838	"atg008450l"	447494035.0
8839	"atg008451l"	447519031.0
8840	"atg008452l"	447533335.0
8841	"atg008453l"	447561864.0
8842	"atg008454l"	447588632.0
8843	"atg008455l"	447594221.0
8844	"atg008456l"	447605758.0
8845	"atg008457l"	447630067.0
8846	"atg008458l"	447645833.0
8847	"atg008459l"	447669680.0
8848	"atg008460l"	447687636.0
8849	"atg008461l"	447724094.0
8850	"atg008462l"	447739554.0
8851	"atg008463l"	447757875.0
8852	"atg008464l"	447796237.0
8853	"atg008465l"	447824467.0
8854	"atg008466l"	447839330.0
8855	"atg008467l"	447857419.0
8856	"atg008468l"	447890602.0
8857	"atg008469l"	447911247.0
8858	"atg008470l"	447937169.0
8859	"atg008471l"	447969993.0
8860	"atg008472l"	447987614.0
8861	"atg008473l"	448045481.0
8862	"atg008474l"	448059726.0
8863	"atg008475l"	448077511.0
8864	"atg008476l"	448092115.0
8865	"atg008477l"	448118929.0
8866	"atg008478l"	448146974.0
8867	"atg008479l"	448167311.0
8868	"atg008480l"	448186018.0
8869	"atg008481l"	448214170.0
8870	"atg008482l"	448232582.0
8871	"atg008483l"	448272192.0
8872	"atg008484l"	448299457.0
8873	"atg008485l"	448319872.0
8874	"atg008486l"	448345884.0
8875	"atg008487l"	448365665.0
8876	"atg008488l"	448389057.0
8877	"atg008489l"	448415220.0
8878	"atg008490l"	448429286.0
8879	"atg008491l"	448446656.0
8880	"atg008492l"	448460250.0
8881	"atg008493l"	448483582.0
8882	"atg008494l"	448517756.0
8883	"atg008495l"	448538224.0
8884	"atg008496l"	448560299.0
8885	"atg008497l"	448577457.0
8886	"atg008498l"	448594575.0
8887	"atg008499l"	448612597.0
8888	"atg008500l"	448635864.0
8889	"atg008501l"	448652812.0
8890	"atg008502l"	448672643.0
8891	"atg008503l"	448693898.0
8892	"atg008504l"	448717174.0
8893	"atg008505l"	448743613.0
8894	"atg008506l"	448763924.0
8895	"atg008507l"	448791318.0
8896	"atg008508l"	448804418.0
8897	"atg008509l"	448825077.0
8898	"atg008510l"	448839833.0
8899	"atg008511l"	448862919.0
8900	"atg008512l"	448885524.0
8901	"atg008513l"	448906118.0
8902	"atg008514l"	448931141.0
8903	"atg008515l"	448966718.0
8904	"atg008516l"	448984439.0
8905	"atg008517l"	449011815.0
8906	"atg008518l"	449028151.0
8907	"atg008519l"	449061348.0
8908	"atg008520l"	449082311.0
8909	"atg008521l"	449114317.0
8910	"atg008522l"	449135554.0
8911	"atg008523l"	449161036.0
8912	"atg008524l"	449179202.0
8913	"atg008525l"	449205066.0
8914	"atg008526l"	449233652.0
8915	"atg008527l"	449253670.0
8916	"atg008528l"	449279013.0
8917	"atg008529l"	449304959.0
8918	"atg008530l"	449327275.0
8919	"atg008531l"	449339591.0
8920	"atg008532l"	449370434.0
8921	"atg008533l"	449377222.0
8922	"atg008534l"	449388787.0
8923	"atg008535l"	449411497.0
8924	"atg008536l"	449437266.0
8925	"atg008537l"	449452308.0
8926	"atg008538l"	449476340.0
8927	"atg008539l"	449497243.0
8928	"atg008540l"	449520682.0
8929	"atg008541l"	449541192.0
8930	"atg008542l"	449558487.0
8931	"atg008543l"	449575877.0
8932	"atg008544l"	449596800.0
8933	"atg008545l"	449628882.0
8934	"atg008546l"	449642573.0
8935	"atg008547l"	449661331.0
8936	"atg008548l"	449673510.0
8937	"atg008549l"	449693978.0
8938	"atg008550l"	449719792.0
8939	"atg008551l"	449740231.0
8940	"atg008552l"	449765989.0
8941	"atg008553l"	449787578.0
8942	"atg008554l"	449810641.0
8943	"atg008555l"	449837370.0
8944	"atg008556l"	449855867.0
8945	"atg008557l"	449878453.0
8946	"atg008558l"	449906314.0
8947	"atg008559l"	449924840.0
8948	"atg008560l"	449948459.0
8949	"atg008561l"	449979187.0
8950	"atg008562l"	449997410.0
8951	"atg008563l"	450023891.0
8952	"atg008564l"	450046016.0
8953	"atg008565l"	450062587.0
8954	"atg008566l"	450082007.0
8955	"atg008567l"	450110224.0
8956	"atg008568l"	450129941.0
8957	"atg008569l"	450154840.0
8958	"atg008570l"	450166759.0
8959	"atg008571l"	450193341.0
8960	"atg008572l"	450210761.0
8961	"atg008573l"	450236860.0
8962	"atg008574l"	450256543.0
8963	"atg008575l"	450273746.0
8964	"atg008576l"	450292271.0
8965	"atg008577l"	450313716.0
8966	"atg008578l"	450331291.0
8967	"atg008579l"	450345376.0
8968	"atg008580l"	450363757.0
8969	"atg008581l"	450381956.0
8970	"atg008582l"	450403989.0
8971	"atg008583l"	450427924.0
8972	"atg008584l"	450454998.0
8973	"atg008585l"	450476549.0
8974	"atg008586l"	450501055.0
8975	"atg008587l"	450516835.0
8976	"atg008588l"	450541619.0
8977	"atg008589l"	450560677.0
8978	"atg008590l"	450587771.0
8979	"atg008591l"	450611591.0
8980	"atg008592l"	450635031.0
8981	"atg008593l"	450657977.0
8982	"atg008594l"	450681936.0
8983	"atg008595l"	450709865.0
8984	"atg008596l"	450736411.0
8985	"atg008597l"	450755118.0
8986	"atg008598l"	450774763.0
8987	"atg008599l"	450805698.0
8988	"atg008600l"	450835486.0
8989	"atg008601l"	450859541.0
8990	"atg008602l"	450882323.0
8991	"atg008603l"	450901505.0
8992	"atg008604l"	450926853.0
8993	"atg008605l"	450947905.0
8994	"atg008606l"	450976082.0
8995	"atg008607l"	450996090.0
8996	"atg008608l"	451034710.0
8997	"atg008609l"	451064945.0
8998	"atg008610l"	451078888.0
8999	"atg008611l"	451104318.0
9000	"atg008612l"	451129870.0
9001	"atg008613l"	451150069.0
9002	"atg008614l"	451165001.0
9003	"atg008615l"	451190449.0
9004	"atg008616l"	451213220.0
9005	"atg008617l"	451232191.0
9006	"atg008618l"	451253218.0
9007	"atg008619l"	451279674.0
9008	"atg008620l"	451310765.0
9009	"atg008621l"	451341555.0
9010	"atg008622l"	451366936.0
9011	"atg008623l"	451400118.0
9012	"atg008624l"	451439083.0
9013	"atg008625l"	451468282.0
9014	"atg008626l"	451495752.0
9015	"atg008627l"	451517629.0
9016	"atg008628l"	451545355.0
9017	"atg008629l"	451559651.0
9018	"atg008630l"	451576339.0
9019	"atg008631l"	451600456.0
9020	"atg008632l"	451638875.0
9021	"atg008633l"	451654572.0
9022	"atg008634l"	451681332.0
9023	"atg008635l"	451701518.0
9024	"atg008636l"	451717534.0
9025	"atg008637l"	451750435.0
9026	"atg008638l"	451773254.0
9027	"atg008639l"	451799413.0
9028	"atg008640l"	451821178.0
9029	"atg008641l"	451833781.0
9030	"atg008642l"	451852069.0
9031	"atg008643l"	451871154.0
9032	"atg008644l"	451899438.0
9033	"atg008645l"	451919699.0
9034	"atg008646l"	451948968.0
9035	"atg008647l"	451978305.0
9036	"atg008648l"	451996116.0
9037	"atg008649l"	452029871.0
9038	"atg008650l"	452054368.0
9039	"atg008651l"	452075096.0
9040	"atg008652l"	452091310.0
9041	"atg008653l"	452111045.0
9042	"atg008654l"	452139173.0
9043	"atg008655l"	452162579.0
9044	"atg008656l"	452189902.0
9045	"atg008657l"	452211823.0
9046	"atg008658l"	452223461.0
9047	"atg008659l"	452235086.0
9048	"atg008660l"	452259063.0
9049	"atg008661l"	452278311.0
9050	"atg008662l"	452290678.0
9051	"atg008663l"	452322096.0
9052	"atg008664l"	452343928.0
9053	"atg008665l"	452375163.0
9054	"atg008666l"	452392475.0
9055	"atg008667l"	452410082.0
9056	"atg008668l"	452437517.0
9057	"atg008669l"	452455997.0
9058	"atg008670l"	452474822.0
9059	"atg008671l"	452490510.0
9060	"atg008672l"	452517091.0
9061	"atg008673l"	452558932.0
9062	"atg008674l"	452591115.0
9063	"atg008675l"	452616901.0
9064	"atg008676l"	452636650.0
9065	"atg008677l"	452649624.0
9066	"atg008678l"	452676123.0
9067	"atg008679l"	452699293.0
9068	"atg008680l"	452726026.0
9069	"atg008681l"	452747110.0
9070	"atg008682l"	452771675.0
9071	"atg008683l"	452792755.0
9072	"atg008684l"	452820405.0
9073	"atg008685l"	452836705.0
9074	"atg008686l"	452861743.0
9075	"atg008687l"	452876210.0
9076	"atg008688l"	452895451.0
9077	"atg008689l"	452918970.0
9078	"atg008690l"	452936260.0
9079	"atg008691l"	452951361.0
9080	"atg008692l"	452963594.0
9081	"atg008693l"	452982277.0
9082	"atg008694l"	453004811.0
9083	"atg008695l"	453018885.0
9084	"atg008696l"	453055713.0
9085	"atg008697l"	453084637.0
9086	"atg008698l"	453105034.0
9087	"atg008699l"	453127008.0
9088	"atg008700l"	453149508.0
9089	"atg008701l"	453169634.0
9090	"atg008702l"	453193909.0
9091	"atg008703l"	453210567.0
9092	"atg008704l"	453234391.0
9093	"atg008705l"	453253297.0
9094	"atg008706l"	453276843.0
9095	"atg008707l"	453289340.0
9096	"atg008708l"	453302811.0
9097	"atg008709l"	453330293.0
9098	"atg008710l"	453346808.0
9099	"atg008711l"	453367273.0
9100	"atg008712l"	453386889.0
9101	"atg008713l"	453415882.0
9102	"atg008714l"	453437220.0
9103	"atg008715l"	453455158.0
9104	"atg008716l"	453474173.0
9105	"atg008717l"	453488653.0
9106	"atg008718l"	453517887.0
9107	"atg008719l"	453538200.0
9108	"atg008720l"	453551153.0
9109	"atg008721l"	453571255.0
9110	"atg008722l"	453597008.0
9111	"atg008723l"	453616293.0
9112	"atg008724l"	453641878.0
9113	"atg008725l"	453661256.0
9114	"atg008726l"	453686698.0
9115	"atg008727l"	453730002.0
9116	"atg008728l"	453750864.0
9117	"atg008729l"	453776226.0
9118	"atg008730l"	453796160.0
9119	"atg008731l"	453809008.0
9120	"atg008732l"	453826561.0
9121	"atg008733l"	453841749.0
9122	"atg008734l"	453871243.0
9123	"atg008735l"	453896673.0
9124	"atg008736l"	453916401.0
9125	"atg008737l"	453935787.0
9126	"atg008738l"	453953802.0
9127	"atg008739l"	453976783.0
9128	"atg008740l"	453991261.0
9129	"atg008741l"	454011975.0
9130	"atg008742l"	454035606.0
9131	"atg008743l"	454061422.0
9132	"atg008744l"	454085796.0
9133	"atg008745l"	454124648.0
9134	"atg008746l"	454142605.0
9135	"atg008747l"	454160886.0
9136	"atg008748l"	454181638.0
9137	"atg008749l"	454215766.0
9138	"atg008750l"	454243749.0
9139	"atg008751l"	454270060.0
9140	"atg008752l"	454284146.0
9141	"atg008753l"	454302385.0
9142	"atg008754l"	454318547.0
9143	"atg008755l"	454355113.0
9144	"atg008756l"	454372725.0
9145	"atg008757l"	454405252.0
9146	"atg008758l"	454425991.0
9147	"atg008759l"	454449008.0
9148	"atg008760l"	454468038.0
9149	"atg008761l"	454489600.0
9150	"atg008762l"	454517812.0
9151	"atg008763l"	454535815.0
9152	"atg008764l"	454565884.0
9153	"atg008765l"	454580755.0
9154	"atg008766l"	454596856.0
9155	"atg008767l"	454615979.0
9156	"atg008768l"	454651671.0
9157	"atg008769l"	454672424.0
9158	"atg008770l"	454698169.0
9159	"atg008771l"	454724389.0
9160	"atg008772l"	454742030.0
9161	"atg008773l"	454767515.0
9162	"atg008774l"	454791674.0
9163	"atg008775l"	454821565.0
9164	"atg008776l"	454840164.0
9165	"atg008777l"	454870594.0
9166	"atg008778l"	454893697.0
9167	"atg008779l"	454913757.0
9168	"atg008780l"	454936949.0
9169	"atg008781l"	454958327.0
9170	"atg008782l"	454975614.0
9171	"atg008783l"	454997774.0
9172	"atg008784l"	455026485.0
9173	"atg008785l"	455051035.0
9174	"atg008786l"	455067557.0
9175	"atg008787l"	455087856.0
9176	"atg008788l"	455110565.0
9177	"atg008789l"	455135225.0
9178	"atg008790l"	455160894.0
9179	"atg008791l"	455198380.0
9180	"atg008792l"	455226558.0
9181	"atg008793l"	455248832.0
9182	"atg008794l"	455279265.0
9183	"atg008795l"	455302069.0
9184	"atg008796l"	455329315.0
9185	"atg008797l"	455347100.0
9186	"atg008798l"	455366536.0
9187	"atg008799l"	455386152.0
9188	"atg008800l"	455402042.0
9189	"atg008801l"	455421359.0
9190	"atg008802l"	455447621.0
9191	"atg008803l"	455462394.0
9192	"atg008804l"	455488712.0
9193	"atg008805l"	455524104.0
9194	"atg008806l"	455549655.0
9195	"atg008807l"	455570845.0
9196	"atg008808l"	455591915.0
9197	"atg008809l"	455616825.0
9198	"atg008810l"	455627309.0
9199	"atg008811l"	455650440.0
9200	"atg008812l"	455668497.0
9201	"atg008813l"	455689637.0
9202	"atg008814l"	455715971.0
9203	"atg008815l"	455738190.0
9204	"atg008816l"	455768669.0
9205	"atg008817l"	455794902.0
9206	"atg008818l"	455808492.0
9207	"atg008819l"	455827758.0
9208	"atg008820l"	455841734.0
9209	"atg008821l"	455859842.0
9210	"atg008822l"	455882597.0
9211	"atg008823l"	455905107.0
9212	"atg008824l"	455922265.0
9213	"atg008825l"	455950611.0
9214	"atg008826l"	455971774.0
9215	"atg008827l"	455994258.0
9216	"atg008828l"	456009748.0
9217	"atg008829l"	456025810.0
9218	"atg008830l"	456049514.0
9219	"atg008831l"	456090574.0
9220	"atg008832l"	456120634.0
9221	"atg008833l"	456140283.0
9222	"atg008834l"	456155401.0
9223	"atg008835l"	456170231.0
9224	"atg008836l"	456191643.0
9225	"atg008837l"	456207375.0
9226	"atg008838l"	456222687.0
9227	"atg008839l"	456239523.0
9228	"atg008840l"	456257535.0
9229	"atg008841l"	456276585.0
9230	"atg008842l"	456295343.0
9231	"atg008843l"	456319773.0
9232	"atg008844l"	456339483.0
9233	"atg008845l"	456348295.0
9234	"atg008846l"	456372441.0
9235	"atg008847l"	456387357.0
9236	"atg008848l"	456403634.0
9237	"atg008849l"	456430220.0
9238	"atg008850l"	456448272.0
9239	"atg008851l"	456463359.0
9240	"atg008852l"	456476607.0
9241	"atg008853l"	456493204.0
9242	"atg008854l"	456518298.0
9243	"atg008855l"	456547281.0
9244	"atg008856l"	456579815.0
9245	"atg008857l"	456595341.0
9246	"atg008858l"	456615678.0
9247	"atg008859l"	456635703.0
9248	"atg008860l"	456652072.0
9249	"atg008861l"	456664329.0
9250	"atg008862l"	456684851.0
9251	"atg008863l"	456701655.0
9252	"atg008864l"	456712081.0
9253	"atg008865l"	456739232.0
9254	"atg008866l"	456767693.0
9255	"atg008867l"	456792689.0
9256	"atg008868l"	456817414.0
9257	"atg008869l"	456833960.0
9258	"atg008870l"	456859220.0
9259	"atg008871l"	456880081.0
9260	"atg008872l"	456910219.0
9261	"atg008873l"	456936459.0
9262	"atg008874l"	456953316.0
9263	"atg008875l"	456979607.0
9264	"atg008876l"	457004947.0
9265	"atg008877l"	457026229.0
9266	"atg008878l"	457049557.0
9267	"atg008879l"	457071281.0
9268	"atg008880l"	457096471.0
9269	"atg008881l"	457127835.0
9270	"atg008882l"	457149117.0
9271	"atg008883l"	457178457.0
9272	"atg008884l"	457195257.0
9273	"atg008885l"	457215210.0
9274	"atg008886l"	457238124.0
9275	"atg008887l"	457258215.0
9276	"atg008888l"	457280551.0
9277	"atg008889l"	457301557.0
9278	"atg008890l"	457320172.0
9279	"atg008891l"	457358438.0
9280	"atg008892l"	457380261.0
9281	"atg008893l"	457399468.0
9282	"atg008894l"	457414560.0
9283	"atg008895l"	457435824.0
9284	"atg008896l"	457467170.0
9285	"atg008897l"	457506283.0
9286	"atg008898l"	457527103.0
9287	"atg008899l"	457558465.0
9288	"atg008900l"	457580785.0
9289	"atg008901l"	457604765.0
9290	"atg008902l"	457625086.0
9291	"atg008903l"	457653482.0
9292	"atg008904l"	457675293.0
9293	"atg008905l"	457694479.0
9294	"atg008906l"	457708572.0
9295	"atg008907l"	457744899.0
9296	"atg008908l"	457770353.0
9297	"atg008909l"	457787822.0
9298	"atg008910l"	457803909.0
9299	"atg008911l"	457830950.0
9300	"atg008912l"	457858540.0
9301	"atg008913l"	457880038.0
9302	"atg008914l"	457896246.0
9303	"atg008915l"	457916011.0
9304	"atg008916l"	457932710.0
9305	"atg008917l"	457951730.0
9306	"atg008918l"	457975613.0
9307	"atg008919l"	458006631.0
9308	"atg008920l"	458028708.0
9309	"atg008921l"	458039378.0
9310	"atg008922l"	458043391.0
9311	"atg008923l"	458061623.0
9312	"atg008924l"	458088155.0
9313	"atg008925l"	458112901.0
9314	"atg008926l"	458130763.0
9315	"atg008927l"	458155978.0
9316	"atg008928l"	458181141.0
9317	"atg008929l"	458207222.0
9318	"atg008930l"	458235911.0
9319	"atg008931l"	458257006.0
9320	"atg008932l"	458276888.0
9321	"atg008933l"	458296756.0
9322	"atg008934l"	458324989.0
9323	"atg008935l"	458372732.0
9324	"atg008936l"	458396879.0
9325	"atg008937l"	458427973.0
9326	"atg008938l"	458443805.0
9327	"atg008939l"	458466466.0
9328	"atg008940l"	458491256.0
9329	"atg008941l"	458521652.0
9330	"atg008942l"	458545174.0
9331	"atg008943l"	458567502.0
9332	"atg008944l"	458590110.0
9333	"atg008945l"	458608171.0
9334	"atg008946l"	458625607.0
9335	"atg008947l"	458643106.0
9336	"atg008948l"	458654512.0
9337	"atg008949l"	458673905.0
9338	"atg008950l"	458699459.0
9339	"atg008951l"	458719897.0
9340	"atg008952l"	458745973.0
9341	"atg008953l"	458764528.0
9342	"atg008954l"	458784616.0
9343	"atg008955l"	458797207.0
9344	"atg008956l"	458826693.0
9345	"atg008957l"	458868243.0
9346	"atg008958l"	458900294.0
9347	"atg008959l"	458921118.0
9348	"atg008960l"	458938625.0
9349	"atg008961l"	458950410.0
9350	"atg008962l"	458974968.0
9351	"atg008963l"	458999796.0
9352	"atg008964l"	459027975.0
9353	"atg008965l"	459034710.0
9354	"atg008966l"	459058634.0
9355	"atg008967l"	459077862.0
9356	"atg008968l"	459089194.0
9357	"atg008969l"	459109795.0
9358	"atg008970l"	459126739.0
9359	"atg008971l"	459143129.0
9360	"atg008972l"	459169232.0
9361	"atg008973l"	459192812.0
9362	"atg008974l"	459211248.0
9363	"atg008975l"	459229133.0
9364	"atg008976l"	459240528.0
9365	"atg008977l"	459253146.0
9366	"atg008978l"	459273029.0
9367	"atg008979l"	459292661.0
9368	"atg008980l"	459303761.0
9369	"atg008981l"	459321742.0
9370	"atg008982l"	459348622.0
9371	"atg008983l"	459365896.0
9372	"atg008984l"	459385041.0
9373	"atg008985l"	459408529.0
9374	"atg008986l"	459430210.0
9375	"atg008987l"	459438790.0
9376	"atg008988l"	459462291.0
9377	"atg008989l"	459483943.0
9378	"atg008990l"	459506203.0
9379	"atg008991l"	459528459.0
9380	"atg008992l"	459555209.0
9381	"atg008993l"	459563174.0
9382	"atg008994l"	459577283.0
9383	"atg008995l"	459601863.0
9384	"atg008996l"	459629602.0
9385	"atg008997l"	459643969.0
9386	"atg008998l"	459660507.0
9387	"atg008999l"	459677087.0
9388	"atg009000l"	459696873.0
9389	"atg009001l"	459718164.0
9390	"atg009002l"	459745991.0
9391	"atg009003l"	459786391.0
9392	"atg009004l"	459790226.0
9393	"atg009005l"	459806912.0
9394	"atg009006l"	459828214.0
9395	"atg009007l"	459847665.0
9396	"atg009008l"	459852979.0
9397	"atg009009l"	459874989.0
9398	"atg009010l"	459900350.0
9399	"atg009011l"	459922990.0
9400	"atg009012l"	459952745.0
9401	"atg009013l"	459969768.0
9402	"atg009014l"	460011030.0
9403	"atg009015l"	460040034.0
9404	"atg009016l"	460060326.0
9405	"atg009017l"	460080599.0
9406	"atg009018l"	460109746.0
9407	"atg009019l"	460137223.0
9408	"atg009020l"	460165481.0
9409	"atg009021l"	460188616.0
9410	"atg009022l"	460219610.0
9411	"atg009023l"	460241039.0
9412	"atg009024l"	460286964.0
9413	"atg009025l"	460305573.0
9414	"atg009026l"	460337266.0
9415	"atg009027l"	460357684.0
9416	"atg009028l"	460382504.0
9417	"atg009029l"	460407628.0
9418	"atg009030l"	460422368.0
9419	"atg009031l"	460440646.0
9420	"atg009032l"	460454631.0
9421	"atg009033l"	460488557.0
9422	"atg009034l"	460516980.0
9423	"atg009035l"	460534543.0
9424	"atg009036l"	460552872.0
9425	"atg009037l"	460578705.0
9426	"atg009038l"	460604773.0
9427	"atg009039l"	460621494.0
9428	"atg009040l"	460635784.0
9429	"atg009041l"	460671082.0
9430	"atg009042l"	460691447.0
9431	"atg009043l"	460714771.0
9432	"atg009044l"	460738351.0
9433	"atg009045l"	460764631.0
9434	"atg009046l"	460783132.0
9435	"atg009047l"	460801660.0
9436	"atg009048l"	460823526.0
9437	"atg009049l"	460848218.0
9438	"atg009050l"	460871089.0
9439	"atg009051l"	460898256.0
9440	"atg009052l"	460924947.0
9441	"atg009053l"	460949303.0
9442	"atg009054l"	460978428.0
9443	"atg009055l"	460989387.0
9444	"atg009056l"	461020201.0
9445	"atg009057l"	461045981.0
9446	"atg009058l"	461060752.0
9447	"atg009059l"	461076125.0
9448	"atg009060l"	461094033.0
9449	"atg009061l"	461114542.0
9450	"atg009062l"	461139824.0
9451	"atg009063l"	461156987.0
9452	"atg009064l"	461176115.0
9453	"atg009065l"	461202141.0
9454	"atg009066l"	461225906.0
9455	"atg009067l"	461246609.0
9456	"atg009068l"	461264534.0
9457	"atg009069l"	461290730.0
9458	"atg009070l"	461322102.0
9459	"atg009071l"	461350609.0
9460	"atg009072l"	461365187.0
9461	"atg009073l"	461390333.0
9462	"atg009074l"	461414598.0
9463	"atg009075l"	461442366.0
9464	"atg009076l"	461461509.0
9465	"atg009077l"	461481666.0
9466	"atg009078l"	461498795.0
9467	"atg009079l"	461517102.0
9468	"atg009080l"	461539267.0
9469	"atg009081l"	461559227.0
9470	"atg009082l"	461585943.0
9471	"atg009083l"	461614912.0
9472	"atg009084l"	461634245.0
9473	"atg009085l"	461649064.0
9474	"atg009086l"	461678579.0
9475	"atg009087l"	461687565.0
9476	"atg009088l"	461713118.0
9477	"atg009089l"	461740031.0
9478	"atg009090l"	461761841.0
9479	"atg009091l"	461774922.0
9480	"atg009092l"	461800080.0
9481	"atg009093l"	461830820.0
9482	"atg009094l"	461845542.0
9483	"atg009095l"	461858739.0
9484	"atg009096l"	461873074.0
9485	"atg009097l"	461901189.0
9486	"atg009098l"	461921397.0
9487	"atg009099l"	461942544.0
9488	"atg009100l"	461965601.0
9489	"atg009101l"	461976891.0
9490	"atg009102l"	461996169.0
9491	"atg009103l"	462023543.0
9492	"atg009104l"	462038567.0
