R1	Q1	R2	Q2
490019925	215959603	490028458	215951070
892768040	380669903	892805030	380632907
492184070	285176133	492206861	285153349
311217793	233254880	311240588	233232089
635759168	396716287	635776280	396699181
993311424	192694965	993317139	192689250
887127447	383109706	887161743	383075416
368427708	389279213	368453434	389253487
753990298	498179355	754013178	498156467
889227292	488389329	889247352	488369264
200893802	432318489	200919601	432292687
119980812	482086846	120006618	482061043
202907990	408644922	202936697	408616217
992720718	437147134	992737956	437129902
830717538	394021303	830740531	393998316
492886747	251400165	492952906	251334024
72456353	226104473	72482245	226078590
726462279	447477353	726485290	447454336
58462778	465782330	58480079	465765035
437239820	449575793	437257132	449558487
760326581	488848476	760346783	488828268
584451452	305600157	584468775	305582835
496267003	444647885	496295907	444618987
879160720	225838763	879163610	225835873
804936905	169479481	804939796	169476590
119331196	438416906	119348551	438399551
974159589	377789998	974171162	377778425
915519206	232482107	915542370	232458949
773351679	427732378	773377751	427706315
583063841	413883459	583084128	413863169
770705773	386704313	770717364	386692719
323426591	274318907	323452675	274292814
283705447	336756843	283722844	336739449
721862159	465363282	721885360	465340079
847784352	258644480	847801781	258627057
879160720	374555577	879163628	374552669
16589066	326035380	16612337	326012101
321589686	349588489	321630446	349547730
216767137	243233853	216787555	243213441
759663611	353952934	759695790	353920764
982846116	405094491	982863685	405076916
14801112	426313040	14824562	426289590
1006488398	375108298	1006494264	375102431
672562074	417850660	672594347	417818396
458532277	240616635	458558714	240590207
277042835	243718423	277110462	243650817
995534427	279812321	995546190	279800561
580124260	462695901	580141904	462678252
636528989	473215592	636552523	473192064
635665752	412692010	635683426	412674342
805209808	220569263	805221596	220557478
879160720	329427317	879163670	329424367
352138326	443195365	352147179	443186513
576847531	450193341	576874112	450166759
951389407	315361645	951398270	315352782
388544641	396434892	388550550	396428983
992709733	410050085	992739303	410020518
443098371	482861908	443119070	482841203
74519284	485590180	74545935	485563538
27317813	461139824	27335584	461122059
844147080	418749123	844161893	418734312
350753482	281898110	350774227	281877365
353182429	479218454	353209104	479191779
899800389	410229794	899818175	410212014
211947754	444898774	211971477	444875053
196012392	293576138	196053954	293534564
711080244	334350068	711098070	334332246
74507527	262108936	74531322	262085147
824600583	464156607	824624377	464132807
726463412	289181551	726484236	289160721
349943738	335830712	349961596	335812859
710619073	217443064	710663794	217398343
724589930	399127093	724616786	399100246
272701649	442886601	272725526	442862726
775440070	334015987	775455002	334001055
568258743	423883021	568279654	423862110
882207827	148649130	882213805	148643152
924071908	319893188	924086856	319878240
352118597	58172629	352145509	58145726
558999370	443556884	559017313	443538941
967661853	354436596	967688787	354409660
581014940	145809738	581083803	145740875
988400976	500246204	988418965	500228221
559319276	429223398	559337274	429205394
988400976	500246204	988418990	500228196
635758271	441590617	635776286	441572608
711850835	338172482	711895886	338127417
13116359	484016624	13134382	483998601
681289882	3930516	681307925	3912473
680153341	193593952	680156351	193590942
558946657	468903047	558955697	468894006
224187039	442727788	224217202	442697617
655441072	489841233	655459209	489823102
715245488	358513422	715260614	358498294
734237109	226892866	734273468	226856508
982082615	385590091	982097783	385574926
657698614	392067212	657719848	392045979
804857358	293534564	804866469	293525452
730596203	364463474	730620498	364439173
960250499	158826609	960286954	158790154
658333228	472505454	658360604	472478087
164082981	276915542	164107317	276891206
947952493	181554189	947992073	181514609
973191632	305715807	973213018	305694419
952456055	364513466	952477449	364492075
99498531	354887961	99510758	354875734
431934484	471681073	431958939	471656618
99964180	343179818	99991695	343152306
494862760	314082178	494881112	314063827
92614731	347395029	92651441	347358331
687244435	367963284	687265850	367941869
440241935	497285543	440260338	497267146
703763100	335747940	703787653	335723381
773343923	412577946	773359273	412562599
315923101	452820405	315950760	452792755
431466787	281264595	431479111	281252270
210771685	473802133	210799497	473774330
374639549	493924077	374667432	493896200
122510770	499182501	122529368	499163909
945830440	391965500	945852137	391943803
443154492	409627990	443176201	409606281
638849781	259113898	638883899	259079780
761881151	306621650	761952495	306550326
463359151	395562094	463383979	395537265
859309335	232334369	859334186	232309525
495779426	416746693	495798075	416728050
562977248	404754706	563008359	404723604
1007077193	266971078	1007092759	266955511
735017838	352817677	735045888	352789627
913223171	87326748	913232533	87317386
211806398	318776661	211822016	318761043
1001917438	266960783	1001933057	266945164
933630992	61895357	933662252	61864097
829282935	348944496	829304825	348922606
859335992	232307756	859398544	232245204
343503767	236671272	343538172	236636872
389511894	485345816	389530662	485327054
775447989	408176435	775463646	408160775
196359043	433954746	196368449	433945341
95041685	91348801	95057371	91333113
725750181	257992230	725869502	257872911
559940755	418552687	559965884	418527552
838795612	356627796	838817606	356605802
1004503831	344656010	1004532117	344627724
947904290	496602250	947929457	496577089
221231690	99676541	221234835	99673395
614843882	184186176	614862816	184167242
557284449	428913416	557303406	428894459
789035111	123263700	789063564	123235256
791351154	333500528	791366963	333484721
133169312	379559336	133194627	379534013
638796158	394972026	638824674	394943501
934380789	240306727	934393472	240294044
191019802	77503924	191054768	77468947
880609476	405328420	880628574	405309322
200519815	499286411	200538915	499267310
826005189	381479589	826030663	381454112
106559535	284609288	106588199	284580633
216770746	334412575	216789856	334393471
763087646	248317473	763109940	248295175
491557007	431167028	491576120	431147921
791361120	445774712	791402542	445733290
176086953	475248488	176102914	475232524
948796500	471414448	948815661	471395291
70681024	455549655	70706570	455524104
91548565	408195597	91567727	408176435
933700528	330867891	933719695	330848723
458688204	466518597	458723376	466483429
850336150	195044662	850364954	195015867
806302720	407752273	806321967	407733026
890448056	442091753	890473728	442066078
443103078	478035777	443125550	478013299
334106317	352407843	334109528	352404632
789362550	264506648	789381826	264487370
835304092	480518082	835326652	480495520
71232523	387004627	71261539	386975603
445551668	269571264	445571023	269551915
799518307	402905307	799534435	402889176
899800389	410229794	899819768	410210421
68074664	426845190	68090814	426829040
126981293	345714390	127013618	345682075
225746760	160446044	225811451	160381350
830719262	394019579	830745161	393993686
308299440	420660817	308322104	420638159
308228157	285881284	308263773	285845666
48524819	460109746	48553972	460080599
826727090	268592067	826743295	268575865
168286156	498789806	168299120	498776845
154263951	402055024	154296360	402022612
574561782	268224404	574594268	268191928
582450043	289389339	582485792	289353589
134372785	357667299	134402040	357638042
634742111	387398226	634781112	387359213
725869502	257872658	725895540	257846628
730596974	464239186	730613256	464222904
715228867	288006408	715258169	287977098
343520088	360183250	343542900	360160444
69823173	337155598	69868809	337109962
273455324	497249738	273465106	497239956
648227112	391555711	648243420	391539407
427763891	214817098	427783497	214797486
993244294	148020850	993250832	148014311
768343911	234191808	768360268	234175455
947913989	399710227	947936897	399687325
886982504	425280905	887002140	425261275
17032144	338987150	17055058	338964242
799529021	484690612	799551954	484667685
156464913	435064467	156494423	435034949
189546750	461678579	189576268	461649064
823956232	490484087	823989059	490451270
200881499	361561333	200897935	361544900
427630937	417493313	427644095	417480158
270757803	238100934	270761094	238097643
25897030	343413078	25900322	343409786
712774895	334675955	712794689	334656167
658338414	434174948	658358223	434155145
431929357	399058550	431955799	399032108
703767607	335743433	703794049	335716985
349486261	413015828	349506098	412995997
639066500	218904630	639096282	218874845
897237450	467683737	897257313	467663880
498869105	267113314	498888971	267093454
431457495	326296419	431470739	326283178
791803970	280963858	791823836	280943986
211794221	155853766	211843900	155804087
995537321	169598578	995550576	169585325
763853055	339724757	763892855	339684960
1008081730	387082088	1008101633	387062188
992156809	291243697	992176713	291223790
199434033	405025878	199453948	405005963
934380789	319493098	934384113	319489774
753045248	492250327	753075173	492220410
443099351	461559227	443119305	461539267
58466267	397341746	58486232	397321787
614836053	184183028	614856037	184163044
796885979	427382436	796909313	427359096
913321915	252195248	913351930	252165236
228203255	246815568	228233269	246785545
1008085564	235370295	1008108918	235346936
236036872	111544601	236053573	111527900
168984380	459555209	169011124	459528459
461432653	237978897	461449393	237962157
463785373	463657146	463805462	463637063
46535739	389874580	46569226	389841091
771211985	371079215	771252168	371039026
246868995	4825615	246872344	4822266
924119868	453894706	924143337	453871243
621065138	451064945	621095379	451034710
621065138	451064945	621095379	451034710
957109391	309186344	957126201	309169534
61512852	459786391	61553240	459745991
605753676	456239523	605770508	456222687
666192392	228614643	666212599	228594442
788912170	421715245	788932378	421695031
804874815	293530059	804891675	293513196
664474003	240809869	664497633	240786245
494862746	452029871	494896507	451996116
998796676	395933223	998816944	395912953
80414061	250708827	80447848	250675043
666188866	268099697	666215899	268072670
752778172	487116955	752795073	487100051
980872734	418157819	980893067	418137482
556106351	349984234	556133484	349957095
95220423	316446181	95237391	316429216
711386688	336739449	711403666	336722476
140340047	474016111	140360447	473995717
628438296	404840173	628455311	404823161
893513161	272657468	893536996	272633627
338678898	482363660	338709587	482332974
634112774	448538224	634133236	448517756
170854201	461830820	170884950	461800080
912935555	191998455	912959472	191974544
831256909	410253717	831280830	410229794
467810304	449541192	467830820	449520682
804874815	389552394	804891911	389535295
652551467	240441652	652636973	240356126
107496006	465320090	107513111	465302985
946628883	472646057	946652853	472622081
676284093	452259063	676308076	452235086
935977559	236717762	935998118	236697204
912944103	292837712	912961277	292820534
789673033	450859541	789697085	450835486
679898505	38254738	679943358	38209885
699666509	422818525	699690661	422794367
74514169	431693681	74534890	431672966
493498527	393967434	493519251	393946707
992720718	437147134	992741460	437126398
881256592	331164140	881273896	331146836
359540952	362010280	359572100	361979129
167649758	458868243	167691299	458826693
915776561	497812672	915797331	497791896
715403750	499657779	715424528	499637007
463351627	313617762	463375891	313593491
196114597	423724403	196135444	423703562
125898109	370659446	125918957	370638604
460314428	289353589	460356148	289311863
1007800417	417453388	1007824759	417429041
973193515	369996558	973214384	369975687
119979281	396955677	120000151	396934801
804874815	169577063	804892213	169559662
561888701	79670435	561892184	79666952
74202476	368939230	74223405	368918295
20923300	362553538	20944239	362532605
177541493	422081598	177562468	422060629
35508256	466086169	35522247	466072181
496256178	343287553	496291174	343252563
366561500	437844690	366599999	437806193
314784521	406843392	314802060	406825853
669936660	377423828	669950706	377409779
134896709	240484047	134914312	240466444
374270375	342818354	374277420	342811307
67722615	374493783	67747283	374469121
221233145	447824467	221261370	447796237
880609476	151503275	880623598	151489153
993249394	183173559	993267051	183155899
677505856	446136363	677541177	446101051
841615003	478401600	841636198	478380411
583100506	82963061	583107572	82955996
283775784	443734701	283797000	443713491
16591336	341848719	16612552	341827497
880512913	216124793	880523528	216114178
557276617	249795675	557297852	249774446
1008118743	148021390	1008125822	148014311
130802965	473752336	130824240	473731067
799504459	327175661	799525735	327154391
795447522	298108205	795490095	298065638
972058086	136426797	972072298	136412585
461727121	283478939	461769823	283436243
499493875	278233064	499525930	278201012
72449203	407405494	72470585	407384118
108977610	199357644	108981184	199354070
458374458	487062112	458395939	487040637
734649039	204887725	734670525	204866245
84102346	239555985	84148908	239509420
68224382	297063682	68245888	297042182
842715288	66206453	842718872	66202869
730606664	335642664	730635373	335613947
182399944	29973606	182403533	29970017
771227636	488525019	771249178	488503483
676311357	269512657	676336485	269487523
583066657	238719664	583084615	238701704
81971957	404284927	81993545	404263333
471264815	394187067	471290018	394161861
880629297	234161113	880650930	234139480
980254577	277069022	980261787	277061811
360857633	445251943	360872076	445237500
89712752	427120384	89730826	427102310
380252972	362240035	380263828	362229181
368800370	302496093	368814859	302481608
667080120	242286378	667101856	242264646
216768928	484307226	216790670	484285490
849177449	409430377	849199221	409408611
995637638	330464085	995644894	330456828
472341962	489020101	472363730	488998327
710492998	418353977	710511145	418335833
748174097	354713187	748195959	354691331
722181856	371420828	722203754	371398936
722183334	290616512	722208883	290590969
796892600	492043804	796914502	492021898
706856706	419406038	706889570	419373177
168990331	429398542	169026850	429362026
580596093	303249238	580621669	303223662
374750524	345487760	374776095	345462182
734843798	452211823	734865719	452189902
106563790	460989387	106574752	460978428
587758137	80799840	587769126	80788849
138578105	441525842	138600112	441503841
964384798	293060472	964439822	293005458
980015241	255653877	980022596	255646521
738290031	367893525	738312111	367871445
666189848	269409754	666219288	269380308
136107671	449719792	136133491	449693978
130791920	495205106	130814054	495182972
190022091	396394805	190047928	396368968
199435810	443186513	199457971	443164352
333149811	452455997	333168287	452437517
918124741	477593200	918146928	477571013
721811154	494977015	721825970	494962199
168286590	477387335	168308840	477365079
665890188	204842261	665927296	204805159
565605118	374755656	565638524	374722259
122507402	492664128	122522262	492649265
430942247	247669777	430986854	247625166
711077895	406047899	711103933	406021861
684642299	386559941	684664626	386537614
893952348	468854545	893974677	468832216
239044416	422413761	239070487	422387684
348618970	427909656	348633877	427894747
136103811	498099449	136137370	498065899
933041823	150270867	933056767	150255923
893954495	416065030	893984405	416035121
308352874	385179349	308390300	385141914
700086038	455994258	700108516	455971774
744985968	349640443	745012200	349614217
2137341	378109019	2159827	378086529
883374414	93222551	883385676	93211289
937381628	457127835	937396641	457112818
764809497	145648173	764843311	145614362
125017218	317186787	125051058	317152945
984460126	472309652	984486490	472283294
979940989	50234017	979948521	50226484
979940989	247217871	979948521	247210338
979940989	406566306	979948521	406558773
995637353	389555319	995644894	389547777
238927465	315603849	238950098	315581222
219834685	431371497	219857363	431348825
635758271	441590617	635780981	441567913
67725775	464082360	67748499	464059630
948798226	349721979	948817175	349703034
679519464	317625178	679534635	317610007
979953970	437764880	979961563	437757287
437015338	376823989	437049562	376789768
710666166	454870594	710696593	454840164
203129242	299682626	203159676	299652196
181229973	273795229	181241385	273783818
743834082	455279265	743864521	455248832
964341366	410152968	964360450	410133887
124450683	416576291	124473603	416553367
200874929	272472045	200901677	272445291
933042491	414283101	933057820	414267772
458408139	477206520	458427310	477187348
722183758	371418926	722206796	371395894
647124940	286897007	647151822	286870119
74511225	431696625	74534283	431673573
842278371	244780191	842312980	244745579
187597563	256758642	187616804	256739404
982847423	295408391	982870518	295385297
615423765	327272623	615477673	327218705
117045630	401044945	117072626	401017943
427763891	214817098	427787035	214793948
322061568	304863651	322088575	304836644
117052967	389772195	117068429	389756730
216763101	494207694	216778569	494192229
344846377	225510259	344869602	225487028
720504429	361086271	720527659	361063041
790613498	377305579	790663985	377255098
958019538	442592166	958035084	442576624
583099787	414185332	583107572	414177548
91552587	486912988	91568161	486897411
933404217	447061933	933419831	447046318
620136093	327977490	620182945	327930628
996499959	240865978	996519546	240846389
543371172	143787451	543375093	143783530
179026370	483509947	179034218	483502099
74504383	373307765	74527942	373284200
886978491	425284918	887002140	425261275
199783017	373347179	199822440	373307765
568212917	421844720	568232652	421824982
460111802	368166389	460135497	368142688
16755784	280562303	16783468	280534625
614648779	344792762	614652738	344788803
367465493	427301627	367493219	427273907
43306788	484542178	43330566	484518406
389513076	327564776	389536866	327540983
884229771	141106515	884241668	141094618
621119021	433926411	621142854	433902584
498866059	328274479	498889897	328250647
350754819	482650291	350770732	482634375
322230790	357922007	322238762	357914035
752351607	220019027	752371573	219999062
561851156	476183609	561875144	476159627
979450670	342370612	979470664	342350616
67079002	375159175	67111060	375127111
218325659	390005596	218349710	389981551
57152351	412247841	57172406	412227789
946688618	316694739	946712741	316670622
181062002	374552669	181094169	374520509
13112122	497592636	13128209	497576546
132961949	363379851	132982066	363359735
471211582	220786641	471251828	220746392
267977821	223882218	267997964	223862079
196098411	342702454	196122615	342678256
753992174	490015954	754008320	489999806
765549145	428158395	765581477	428126068
437230756	498720072	437242882	498707949
444079710	438877803	444091838	438865678
960260252	355828740	960280506	355808488
299672539	481210937	299692790	481190682
181057980	390780132	181082294	390755824
460107521	368170670	460131858	368146327
291882113	297249881	291906466	297225531
841382370	341180873	841398607	341164639
119335109	285107701	119351356	285091457
730245477	329186962	730249540	329182899
730251358	329181081	730255421	329177018
799528520	359085577	799557036	359057062
217423734	487228652	217452314	487200066
852284386	450501055	852308895	450476549
971709933	196623595	971734444	196599090
115376945	432857324	115401474	432832801
676915555	317778987	676956435	317738110
912927117	376040666	912951652	376016128
360401854	497873770	360426427	497849203
451726363	385617865	451742766	385601461
805961332	192318316	805973636	192306012
68069309	438516054	68093927	438491430
993420995	483391029	993433310	483378714
924119868	397429037	924144535	397404376
58466267	397341746	58490939	397317080
779922783	491603984	779939255	491587515
445551668	269571264	445576403	269546535
498884081	377445520	498896453	377433151
783687056	402965449	783711832	402940673
635174069	321836859	635198884	321812044
385163012	273978093	385187843	273953268
556120915	372252023	556145772	372227172
158951600	430701343	158964026	430688914
486957930	297109268	487003516	297063682
944296660	440510840	944325678	440481821
81992389	409896590	82008995	409879987
757267907	488298592	757288663	488277831
176007464	468942466	176036574	468913358
198241182	269260658	198270301	269231545
79268075	421396391	79293120	421371352
790699108	479891733	790711648	479879196
464326250	327648678	464351339	327623595
747397273	413896018	747409833	413883459
636483457	446157299	636504393	446136363
362223482	267977706	362248619	267952573
850104586	486850745	850133992	486821341
106563872	356038576	106589079	356013375
99500839	344270444	99521846	344249437
449342023	470957272	449367269	470932020
760315825	456859220	760341091	456833960
176356521	465511001	176381794	465485734
27317813	461139824	27343101	461114542
583835503	22468030	583843933	22459600
580700672	58558219	580726016	58532875
664480559	419373177	664510122	419343608
610381583	240786245	610453400	240714425
141085473	410919206	141110821	410893864
491052749	465869339	491078097	465843997
958274503	408212505	958291410	408195597
48533188	306506349	48558558	306480983
355809221	155110368	355813449	155106140
271938751	293395682	271964150	293370285
642937838	257246684	642963271	257221257
259525697	417584488	259542661	417567522
653423975	472415875	653449464	472390392
65945845	231743938	65971349	231718440
259265623	308648456	259291142	308622937
210763440	498252497	210788964	498226979
880108687	269487523	880138531	269457679
881286965	278551092	881333900	278504157
944273205	355732786	944303082	355702902
739563433	251577552	739589042	251551937
833786698	432631957	833808053	432610602
749876904	363025577	749902547	362999931
953858317	488206883	953875414	488189782
729429875	167728134	729434153	167723856
850328081	389643327	850358032	389613376
980554177	413448946	980579871	413423247
924124124	332299371	924145557	332277938
1002734543	332299371	1002755976	332277938
352110602	495805127	352132035	495783690
360870966	395888975	360888171	395871770
437224163	444441770	437250034	444415905
457196984	295988254	457214263	295970975
611462606	301200157	611492873	301169884
915771366	497817867	915797331	497791896
188034727	330889569	188056406	330867891
883866331	305488878	883875003	305480205
110050599	233558229	110080957	233527865
2144403	383731676	2161757	383714320
722977788	463170794	723008171	463140410
951406315	424919735	951410655	424915396
47314401	263511332	47353536	263472191
2143673	253492634	2161081	253475224
721671362	469458877	721693127	469437115
751248510	431530559	751283341	431495726
659742932	366125902	659764704	366104129
449326410	301800075	449352563	301773925
495779426	416746693	495805592	416720533
678393346	443500357	678410795	443482909
135235885	207866851	135262083	207840659
140340451	474015707	140366691	473989473
995546170	252567686	995550546	252563310
995611829	252520225	995629375	252502679
282611861	479024976	282633811	479003027
835034386	269805584	835056339	269783631
381220334	151270366	381242318	151248378
792219171	454742030	792236812	454724389
994808215	220305625	994817046	220296794
368454724	436680736	368476848	436658608
721861303	470299254	721870155	470290402
842258505	244800057	842298365	244760194
389515613	238873060	389528906	238859764
355183883	465149908	355206049	465127741
824788475	409370621	824828388	409330700
428744453	472433634	428762213	472415875
932813647	346595378	932818087	346590939
954048634	284699435	954075281	284672790
239052062	477954438	239078721	477927773
556107626	475418629	556134301	475391955
726464729	322377309	726491407	322350628
715282637	158768690	715300427	158750902
621821650	274106604	621870606	274057657
6532667	331786136	6572729	331746082
14800012	467199535	14826722	467172822
498403246	272795450	498438871	272759819
659541327	339013869	659568052	338987150
430776750	478494658	430803497	478467917
675095700	472571941	675113639	472553999
998160990	439626075	998178964	439608098
211853282	419288951	211862277	419279956
980015211	477436885	980019709	477432386
794324257	441441504	794342270	441423487
282586828	439269559	282613893	439242500
638674498	386359287	638688052	386345735
842283677	448885524	842306279	448862919
495787173	428331263	495805260	428313180
890474884	193887767	890515619	193847024
765156040	292644496	765169652	292630887
635759168	396716287	635786404	396689057
129979730	402331846	130002444	402309131
590387566	71018050	590396655	71008960
944683967	414054627	944706755	414031839
228584011	431723972	228611352	431696625
477437136	397507761	477464504	397480393
168985141	462023543	169012521	461996169
176246451	285661130	176264705	285642878
136007764	190805829	136030586	190783011
164086444	219474032	164109272	219451207
847784352	258644480	847811770	258617068
427838978	326968460	427843560	326963878
427838978	430764955	427843560	430760373
760308786	427041039	760336330	427013501
610069575	325484596	610092534	325461632
430867538	355473389	430899768	355441153
323513199	153128990	323550243	153091940
308356957	486497015	308375504	486478470
979940989	50246781	979945631	50242139
979940989	259177460	979945632	259172817
979940989	255571599	979945632	255566956
979940989	255595361	979945632	255590718
979940989	477445157	979945632	477440514
141071696	259276742	141099556	259248876
995546170	273599234	995550813	273594590
374650440	231178034	374669055	231159421
199415696	406080586	199448386	406047899
710622496	476309850	710641184	476291166
355181578	267723305	355209697	267695185
81985873	168674786	82018690	168641963
368458865	437495533	368468243	437486155
374362919	337857403	374391084	337829232
988406612	428732113	988425406	428713316
641803069	244378197	641812471	244368795
446066721	306008176	446085531	305989366
753996959	493438333	754011067	493424227
805101544	192509082	805106247	192504379
997782403	256553492	997815337	256520558
955797016	245763000	955844141	245715875
15872058	376257403	15909815	376219650
974159409	395051052	974168863	395041599
792526115	371279282	792545108	371260289
924071908	344638172	924086159	344623921
354385735	414858021	354395237	414848519
86543942	232708414	86558265	232694091
703097783	169995206	703121661	169971328
198250161	269251679	198283648	269218198
635845736	189430904	635864902	189411738
998297659	392184252	998336018	392145893
187602429	378774780	187621615	378755597
734646704	351764397	734665890	351745208
761270181	358093097	761313365	358049920
764824017	443768055	764848011	443744064
682730784	496636335	682749986	496617137
486252449	335527482	486271660	335508271
634513887	202409995	634537913	202385972
915070256	204501763	915079893	204492125
187595144	365420291	187628886	365386543
136111592	309144038	136130882	309124751
946679669	316703688	946708614	316674749
5867643	376670163	5911060	376626751
799527178	394040600	799546478	394021303
98949919	491039752	98964410	491025259
186707867	366287773	186751364	366244273
107497621	481524374	107516969	481505026
780246987	215174696	780280884	215140795
974159409	446779501	974169097	446769814
99528479	496079372	99547859	496059994
979979324	255608121	979984170	255603275
723231856	464694288	723236710	464689434
889983473	418734312	889998036	418719747
7040634	257320480	7064942	257296176
757500296	213144971	757544089	213101178
238932881	483246131	238952342	483226667
74189792	369329023	74218991	369299818
932850714	346579119	932860451	346569380
734639811	204896953	734669035	204867735
763861798	464747465	763881285	464727981
796886311	426668703	796915584	426639425
291267300	261264712	291301515	261230503
259518108	294294254	259552338	294260018
228233242	398401525	228262602	398372171
291933060	356599667	291947773	356584955
335629988	315352782	335654513	315328257
73412987	484450677	73427710	484435953
982846116	405094491	982875582	405065019
914405564	345146658	914425217	345127006
170853823	301898371	170878394	301873797
167647943	240069359	167687346	240029956
140081084	456339483	140100797	456319773
964471746	343409786	964501322	343380212
575108737	457916011	575128506	457896246
610590955	208254123	610610746	208234330
561851310	395751079	561866177	395736215
916231957	181468762	916236912	181463806
330397778	460382504	330422597	460357684
889213662	424230787	889238494	424205950
955158967	215681434	955198718	215641690
723875397	427331438	723905214	427301627
230639441	324329639	230669279	324299807
781730554	227460159	781745481	227445234
1007826746	148101854	1007846656	148081943
658339743	336978468	658359657	336958551
181382901	472046964	181397847	472032015
210768693	250132302	210783641	250117351
360268159	413089008	360293078	413064085
977380699	169505815	977385683	169500831
333921061	476830236	333950976	476800326
715625518	356864266	715645501	356844283
124156235	208415823	124191207	208380853
345514732	464355986	345539743	464330971
575120217	426504400	575140230	426484387
1002740181	466958246	1002760221	466938206
728502902	235835122	728527962	235810062
362184368	297995010	362259763	297919628
197482043	498114549	197497146	498099449
995611829	273681605	995631994	273661440
567717242	485914837	567737451	485894631
670605166	432681233	670635507	432650887
455590297	299446206	455605513	299430990
167795492	427969268	167810744	427954013
914644420	154788285	914649508	154783197
6030312	267018175	6050699	266997791
721673758	490384828	721704379	490354201
750321655	467087052	750352282	467056428
989304851	140229382	989309965	140224268
34005399	407209395	34036096	407178703
494345364	379924093	494381178	379888285
924125883	397434435	924151484	397408834
792536934	349088405	792552296	349073042
344828585	409949452	344849096	409928943
621125702	379280051	621141094	379264656
962606013	375698045	962621419	375682639
332576413	490702920	332602112	490677221
69963371	449370434	69994214	449339591
700148989	262825058	700169553	262804497
915570985	244523847	915576139	244518693
134375999	443144050	134381152	443138896
849179163	409428663	849210093	409397739
657690869	367014391	657716642	366988619
760319990	271859305	760340609	271838683
840985705	485710870	841001179	485695393
27319354	456009748	27334847	455994258
363526711	430727170	363552535	430701343
575805413	300137374	575836491	300106302
565474217	349191919	565494947	349171188
65361584	161312478	65366767	161307295
709291766	332062656	709333255	332021168
1008079256	245017941	1008100041	244997159
362260573	365386543	362276161	365370953
996499959	358996041	996515554	358980445
344835150	225521486	344866367	225490263
291280166	461202141	291306192	461176115
913357289	484612160	913362501	484606949
99142374	305865028	99147589	305859814
887285497	490806420	887311577	490780344
748533077	305865030	748538293	305859814
577341103	495711870	577367196	495685774
616371618	269938640	616392500	269917758
456042505	397317080	456063394	397296189
219830392	360376040	219856510	360349925
374648288	488073077	374669231	488052136
890228467	312103606	890244180	312087893
336778859	270125730	336810315	270094277
770705714	359527007	770726683	359506035
145342185	413598878	145373687	413567370
139134881	239735432	139155945	239714365
619232338	475174299	619248176	475158464
1007850784	432797821	1007877187	432771418
331825786	346030110	331852193	346003703
635877688	231423006	635893553	231407141
561652155	447318813	561668057	447302909
556086837	438665466	556102748	438649558
445488513	332689541	445525724	332652324
715394099	321029056	715410062	321013096
996499959	327476626	996515929	327460655
838602507	405801878	838618483	405785905
1006501180	260306740	1006506507	260301413
181784588	404632485	181800603	404616468
944682764	358691792	944698797	358675759
72437211	407417486	72469319	407385384
923086294	356461219	923102377	356445139
491999831	286018386	492015919	286002298
657158766	381113100	657180250	381091616
659720025	486046661	659752281	486014408
953851639	497446537	953878572	497419600
8332147	377225514	8337537	377220124
785083488	354149994	785088879	354144603
379743093	397401982	379770059	397375021
253275073	62421014	253280466	62415621
468008992	354149996	468014385	354144603
622581867	310427426	622619659	310389634
361152949	324002423	361174593	323980782
670616913	268681408	670643979	268654339
115942442	329424367	115974926	329391889
900281037	226364272	900313551	226331755
185776277	119276778	185781702	119271353
598743281	470131394	598764983	470109689
947901462	235489900	947928610	235462755
119330961	477620359	119358123	477593200
947894835	416378912	947922004	416351746
993739849	348764209	993750729	348753329
937155748	211560183	937172103	211543829
955423508	350330796	955450786	350303521
268269417	467318368	268280339	467307446
975642259	459143129	975658649	459126739
764817938	452189902	764845264	452162579
575816495	300126292	575849307	300093486
58543470	447969993	58576300	447937169
582932852	262476200	582982156	262426897
963638402	271881257	963660354	271859305
843910939	426515376	843921913	426504400
72011056	338660311	72038546	338632817
722187921	480642743	722209953	480620714
803272143	204805159	803299684	204777622
975733765	345127006	975761323	345099452
974840522	459660507	974857057	459643969
667003855	308107971	667070061	308041768
889985246	320868739	890007363	320846623
614648815	241067513	614654349	241061979
320781708	239004104	320826054	238959764
980256879	386582189	980273524	386565544
159041316	306913043	159046866	306907493
616026459	306913044	616032010	306907493
436218800	495499323	436246565	495471561
699195298	194958905	699211963	194942243
825998763	196168310	826032089	196134978
87046707	417631703	87068995	417609412
826618035	296196513	826662695	296151851
332534289	304720519	332556695	304698111
359549099	417873073	359571515	417850660
989514101	496212872	989536516	496190454
677507778	495382422	677535813	495354391
933619767	61906755	933630984	61895538
1007848927	229018433	1007871389	228995971
283764856	358381361	283792968	358353254
216871671	379077084	216894191	379054561
190354822	372312577	190377350	372290047
700140774	411350556	700168972	411322360
462414949	422841096	462437523	422818525
898895144	467256349	898912089	467239407
659541897	487602715	659553205	487591407
982853997	414803119	982870997	414786116
216755533	275470242	216778273	275447505
974159409	395033248	974170833	395021825
834505623	435698904	834528502	435676023
574037881	486478470	574060799	486455556
722192562	439928203	722209763	439910999
355116671	379155348	355151088	379120937
789381826	264487233	789404813	264464244
71244055	381650314	71255553	381638816
996499959	405399391	996517207	405382142
844206410	50342761	844223663	50325507
749758058	365212731	749775309	365195477
92808934	478623514	92826190	478606261
350238146	440203591	350255415	440186319
752999237	274129658	753022295	274106604
46563853	435649498	46592704	435620644
834694557	334807670	834717656	334784571
